nume,nume_en,slug,subtitlu,descriere,oras,judet,tip,adresa,latitudine,longitudine,meta_title,meta_description,cuvinte_cheie,imagine_principala,galerie_foto,imagine_credit,cod_lmi
"Școala normală de fete din Arad",,scoala-normala-de-fete-din-arad-arad,,,Arad,Arad,cladire-istorica,"Str. Lucian Blaga, 9",46.172754,21.314554,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/03/Scoala_de_fete_Arad.jpg/1280px-Scoala_de_fete_Arad.jpg,,"{""author"":""Silenzio76"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Scoala_de_fete_Arad.jpg""}",AR-II-m-B-00487
"Podul Traian",,podul-traian-arad,,,Arad,Arad,cladire-istorica,,46.1603,21.3222,,,,https://upload.wikimedia.org/wikipedia/commons/9/9c/Traian_Bridge_Arad.jpg,,"{""author"":""cs_dima"",""license"":""CC BY 2.0"",""license_url"":""https://creativecommons.org/licenses/by/2.0"",""source"":""https://commons.wikimedia.org/wiki/File:Traian_Bridge_Arad.jpg""}",AR-II-m-B-00476
"Liceul Pedagogic „Dimitrie Țichindeal” din Arad",,liceul-pedagogic-dimitrie-tichindeal-din-arad-arad,,,Arad,Arad,cladire-istorica,"Str. Blaga Lucian 9",46.1727,21.3145,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/03/Scoala_de_fete_Arad.jpg/1280px-Scoala_de_fete_Arad.jpg,,"{""author"":""Silenzio76"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Scoala_de_fete_Arad.jpg""}",AR-II-m-B-00487
"Gimnaziul de băieți „Iosif Vulcan”, azi Grupul școlar de industrie alimentară",,gimnaziul-de-baieti-iosif-vulcan-azi-grupul-scolar-de-industrie-alimentara-arad,,,Arad,Arad,cladire-istorica,"Str. Blaga Lucian 15",46.1738,21.3136,,,,,,,AR-II-m-B-00488
"Școală, azi Școala generală nr. 2 Școala Evreiască)",,scoala-azi-scoala-generala-nr-2-scoala-evreiasca-arad,,,Arad,Arad,cladire-istorica,"Str. Ciocârliei 27",46.1639,21.3139,,,,,,,AR-II-m-B-00495
"Gimnaziul Român de Fete, azi secție a Spitalului Clinic Municipal",,gimnaziul-roman-de-fete-azi-sectie-a-spitalului-clinic-municipal-arad,,,Arad,Arad,cladire-istorica,"Str. Eminescu Mihai 44",46.1723,21.3079,,,,,,,AR-II-m-B-00506
"Biserica Sfântul Anton de Padova din Arad",,biserica-sfantul-anton-de-padova-din-arad-arad,,,Arad,Arad,biserica-manastire,"Bd. Revoluției 96A",46.17258,21.3153,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/22/Arad%2C_biserica_Sf_Anton_de_Padova.jpg/1280px-Arad%2C_biserica_Sf_Anton_de_Padova.jpg,,"{""author"":""Turbojet"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Arad,_biserica_Sf_Anton_de_Padova.jpg""}",AR-II-m-B-00557
"Fosta Prefectură, azi Direcția Generală a Finanțelor Publice a Județului Arad",,fosta-prefectura-azi-directia-generala-a-finantelor-publice-a-judetului-arad-arad,,,Arad,Arad,cladire-istorica,"Bd. Revoluției 79",46.1747,21.318,,,,,,,AR-II-m-B-00551
"Fosta Prefectură, azi redacția publicațiilor „Adevărul” și „Observator” și Rectoratul Universității „Aurel Vlaicu”",,fosta-prefectura-azi-redactia-publicatiilor-adevarul-si-observator-si-rectoratul-universitatii-1eaef9-arad,,,Arad,Arad,cladire-istorica,"Bd. Revoluției 81",46.1737,21.3173,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/Fosta_Prefectura_-_Arad.JPG/1280px-Fosta_Prefectura_-_Arad.JPG,,"{""author"":""Silenzio76"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Fosta_Prefectura_-_Arad.JPG""}",AR-II-m-B-00552
"Palatul Cultural din Arad",,palatul-cultural-din-arad-arad,,,Arad,Arad,cladire-istorica,"Piața Enescu George 1",46.17411111,21.32016667,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/74/Arad_2023_-_Palatul_Cultural_din_Arad_-_04.jpg/1280px-Arad_2023_-_Palatul_Cultural_din_Arad_-_04.jpg,,"{""author"":""Chainwit."",""license"":""CC BY 4.0"",""license_url"":""https://creativecommons.org/licenses/by/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Arad_2023_-_Palatul_Cultural_din_Arad_-_04.jpg""}",AR-II-m-B-00507
"Statuia Libertății din Arad",,statuia-libertatii-din-arad-arad,,,Arad,Arad,monument,"str. Calvin Ioan",46.17078161,21.30863786,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/Arad_-_Freedom_Monument_-_2897.jpg/1280px-Arad_-_Freedom_Monument_-_2897.jpg,,"{""author"":""György Zala"",""license"":""CC BY-SA 3.0 de"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/de/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Arad_-_Freedom_Monument_-_2897.jpg""}",AR-III-m-B-21095.02
"Crucea Martirilor Unirii din Arad",,crucea-martirilor-unirii-din-arad-arad,,,Arad,Arad,monument,,46.175022,21.32053,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fc/Crucea_martirilor.JPG/1280px-Crucea_martirilor.JPG,,"{""author"":""IuliuSturza92"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Crucea_martirilor.JPG""}",AR-III-m-B-00662
"Casa Iacob Hirschl, azi Casa de Cultură a municipiului",,casa-iacob-hirschl-azi-casa-de-cultura-a-municipiului-arad,,,Arad,Arad,cladire-istorica,"Str. Lazăr Gheorghe 1",46.1697,21.3171,,,,,,,AR-II-m-B-00526
"Fosta Bancă de Credit, azi locuințe și spații comerciale",,fosta-banca-de-credit-azi-locuinte-si-spatii-comerciale-arad,,,Arad,Arad,cladire-istorica,"Bd. Revoluției 100",46.17135,21.31505,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/Arad%2C_Fosta_Banca_de_Credit.jpg/1280px-Arad%2C_Fosta_Banca_de_Credit.jpg,,"{""author"":""Unknown authorUnknown author"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Arad,_Fosta_Banca_de_Credit.jpg""}",AR-II-m-B-00560
"Biserica Roșie din Arad, Bd. Revoluției 61",,biserica-rosie-din-arad-bd-revolutiei-61-arad,,,Arad,Arad,biserica-manastire,"Bd. Revoluției 61",46.17737,21.31994,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/76/Arad_2023_-_Rote_Kirche_%28Biserica_Ro%C8%99ie_din_Arad%29_-_06.jpg/1280px-Arad_2023_-_Rote_Kirche_%28Biserica_Ro%C8%99ie_din_Arad%29_-_06.jpg,,"{""author"":""Chainwit."",""license"":""CC BY 4.0"",""license_url"":""https://creativecommons.org/licenses/by/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Arad_2023_-_Rote_Kirche_(Biserica_Roșie_din_Arad)_-_06.jpg""}",AR-II-m-B-00543
"Catedrala „Nașterea Sf. Ioan Botezătorul” din Arad",,catedrala-nasterea-sf-ioan-botezatorul-din-arad-arad,,,Arad,Arad,biserica-manastire,"Piața Catedralei 15",46.1705,21.3117,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/Catedrala_Nasterea_St_Ioan_Botezatorul_Arad.jpg/1280px-Catedrala_Nasterea_St_Ioan_Botezatorul_Arad.jpg,,"{""author"":""Silenzio76"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Catedrala_Nasterea_St_Ioan_Botezatorul_Arad.jpg""}",AR-II-m-B-00491
"Fosta reședință de vară episcopală, azi Colecția de icoane și carteveche",,fosta-resedinta-de-vara-episcopala-azi-colectia-de-icoane-si-carteveche-arad,,,Arad,Arad,cladire-istorica,"Str. Dunării 170, Cartier Gai",46.2187,21.2735,,,,,,,AR-II-m-A-00500.02
"Spitalul Clinic Municipal Arad, cu turnul",,spitalul-clinic-municipal-arad-cu-turnul-arad,,,Arad,Arad,cladire-istorica,"Piața Mihai Viteazul 7-8, str. Ghiba Birta Elena 1-3",46.1798,21.3156,,,,,,,AR-II-m-B-00529
"Biserica Franciscană din Arad",,biserica-franciscana-din-arad-arad,,,Arad,Arad,cladire-istorica,,46.1718,21.3324,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/Biserica_franciscan%C4%83.jpg/1280px-Biserica_franciscan%C4%83.jpg,,"{""author"":""Mario Csipai"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Biserica_franciscană.jpg""}",AR-II-m-A-00475.03
"Palatul Administrativ din Suceava",,palatul-administrativ-din-suceava-suceava,,,Suceava,Suceava,castel-palat,"Str. Ștefan cel Mare 36",47.643056,26.258611,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/Palatul_Administrativ_din_Suceava_%281%29.jpg/1280px-Palatul_Administrativ_din_Suceava_%281%29.jpg,,"{""author"":""Rosenborg BK Fan"",""license"":""CC0"",""license_url"":""http://creativecommons.org/publicdomain/zero/1.0/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Palatul_Administrativ_din_Suceava_(1).jpg""}",SV-II-m-B-05481
"Biserica Coconilor, Str. Ștefăniță Vodă 3",,biserica-coconilor-str-stefanita-voda-3-suceava,,,Suceava,Suceava,biserica-manastire,"Str. Ștefăniță Vodă 3",47.64528,26.26386,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/Biserica_Coconilor5.jpg/1280px-Biserica_Coconilor5.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Biserica_Coconilor5.jpg""}",SV-II-m-A-05483
"Biserica Sfânta Cruce din Suceava",,biserica-sfanta-cruce-din-suceava-suceava,,,Suceava,Suceava,biserica-manastire,"Str. Armenească 1",47.6368619,26.23290271,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/Biserica_Sf._Cruce_din_Suceava11.jpg/1280px-Biserica_Sf._Cruce_din_Suceava11.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Biserica_Sf._Cruce_din_Suceava11.jpg""}",SV-II-m-A-05452
"Biserica Sfântul Simion din Suceava",,biserica-sfantul-simion-din-suceava-suceava,,,Suceava,Suceava,biserica-manastire,"Str. Enescu George 51",47.64852285,26.25204404,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/Biserica_Sf._Simion_din_Suceava64.jpg/1280px-Biserica_Sf._Simion_din_Suceava64.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Biserica_Sf._Simion_din_Suceava64.jpg""}",SV-II-a-A-05467
"Muzeul Bucovinei, Strada Ștefan cel Mare nr. 33",,muzeul-bucovinei-strada-stefan-cel-mare-nr-33-suceava,,"muzeu din Suceava, România",Suceava,Suceava,muzeu,"Strada Ștefan cel Mare nr. 33",47.641414,26.257418,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/Bukovina_History_Museum_frontal_view.jpg/1280px-Bukovina_History_Museum_frontal_view.jpg,,"{""author"":""Rosenborg BK Fan"",""license"":""Public domain"",""license_url"":"""",""source"":""https://commons.wikimedia.org/wiki/File:Bukovina_History_Museum_frontal_view.jpg""}",SV-II-m-B-05480
"Muzeul Satului Bucovinean",,muzeul-satului-bucovinean-suceava,,"sit istoric din județul Suceava, România",Suceava,Suceava,muzeu,,47.643,26.2715,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/16/Gospod%C4%83ria_Straja3.jpg/1280px-Gospod%C4%83ria_Straja3.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Gospodăria_Straja3.jpg""}",SV-IV-s-B-05694
"Curtea Domnească din Suceava",,curtea-domneasca-din-suceava-suceava,,,Suceava,Suceava,castel-palat,"Str. Ipătescu Ana f.n.",47.645277777778,26.262777777778,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6d/Curtea_domneasca_din_Suceava9.jpg/1280px-Curtea_domneasca_din_Suceava9.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Curtea_domneasca_din_Suceava9.jpg""}",SV-II-a-A-05471
"Casă, Str. Bălcescu Nicolae 3",,casa-str-balcescu-nicolae-3-suceava,,,Suceava,Suceava,cladire-istorica,"Str. Bălcescu Nicolae 3",47.645369,26.257871,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9c/Fostul_restaurant_%E2%80%9ENa%C8%9Bional%E2%80%9D_%28Casa_Prunkul%29_din_Suceava_%282026%29.jpg/1280px-Fostul_restaurant_%E2%80%9ENa%C8%9Bional%E2%80%9D_%28Casa_Prunkul%29_din_Suceava_%282026%29.jpg,,"{""author"":""Rosenborg BK Fan"",""license"":""CC0"",""license_url"":""http://creativecommons.org/publicdomain/zero/1.0/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Fostul_restaurant_„Național”_(Casa_Prunkul)_din_Suceava_(2026).jpg""}",SV-II-m-B-05461
"Mănăstirea Sfântul Ioan cel Nou din Suceava",,manastirea-sfantul-ioan-cel-nou-din-suceava-suceava,,,Suceava,Suceava,biserica-manastire,"Str. Ioan Vodă Viteazul 2",47.64188611,26.26226389,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/53/M%C4%83n%C4%83stirea_Sf%C3%A2ntul_Ioan_cel_Nou1.jpg/1280px-M%C4%83n%C4%83stirea_Sf%C3%A2ntul_Ioan_cel_Nou1.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Mănăstirea_Sfântul_Ioan_cel_Nou1.jpg""}",SV-II-a-A-05469
"Mănăstirea Zamca, Str. Zamca f.n.",,manastirea-zamca-str-zamca-f-n-suceava,,"monument istoric din județul Suceava",Suceava,Suceava,biserica-manastire,"Str. Zamca f.n.",47.652733333333,26.243769444444,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/M%C4%83n%C4%83stirea_Zamca30.jpg/1280px-M%C4%83n%C4%83stirea_Zamca30.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Mănăstirea_Zamca30.jpg""}",SV-II-a-A-05485
"Mănăstirea Hagigadar",,manastirea-hagigadar-suceava,,,Suceava,Suceava,biserica-manastire,,47.621108,26.232162,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c7/Manastirea_Hagigadar2.jpg/1280px-Manastirea_Hagigadar2.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 2.5"",""license_url"":""https://creativecommons.org/licenses/by/2.5"",""source"":""https://commons.wikimedia.org/wiki/File:Manastirea_Hagigadar2.jpg""}",SV-II-a-A-05504
"Gara Suceava Nord, Strada Gării nr. 4",,gara-suceava-nord-strada-garii-nr-4-suceava,,"gară din România",Suceava,Suceava,cladire-istorica,"Strada Gării nr. 4",47.676228,26.235764,,,,https://upload.wikimedia.org/wikipedia/commons/d/d7/Gara_Suceava_Nord2.jpg,,"{""author"":""Cezar Suceveanu at the ro.wikipedia"",""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0/"",""source"":""https://commons.wikimedia.org/wiki/File:Gara_Suceava_Nord2.jpg""}",SV-II-m-B-05468
"Gara Suceava, Strada Nicolae Iorga nr. 7",,gara-suceava-strada-nicolae-iorga-nr-7-suceava,,"gară din România",Suceava,Suceava,cladire-istorica,"Strada Nicolae Iorga nr. 7",47.670556,26.266111,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/Gara_Burdujeni7.jpg/1280px-Gara_Burdujeni7.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Gara_Burdujeni7.jpg""}",SV-II-m-B-05470
"Cetatea de Scaun a Sucevei",,cetatea-de-scaun-a-sucevei-suceava,,"cetate medievală din județul Suceava, România",Suceava,Suceava,castel-palat,,47.6449,26.2703,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/11/Cetatea_de_Scaun_a_Sucevei9.jpg/1280px-Cetatea_de_Scaun_a_Sucevei9.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Cetatea_de_Scaun_a_Sucevei9.jpg""}",SV-II-a-A-05449
"Statuia ecvestră a lui Ștefan cel Mare din Suceava",,statuia-ecvestra-a-lui-stefan-cel-mare-din-suceava-suceava,,,Suceava,Suceava,monument,,47.6423,26.269544444444,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f4/Statuia_ecvestr%C4%83_a_lui_%C5%9Etefan_cel_Mare_din_Suceava8.jpg/1280px-Statuia_ecvestr%C4%83_a_lui_%C5%9Etefan_cel_Mare_din_Suceava8.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Statuia_ecvestră_a_lui_Ştefan_cel_Mare_din_Suceava8.jpg""}",SV-IV-m-B-05689
"Biserica Sfântul Dumitru din Suceava",,biserica-sfantul-dumitru-din-suceava-suceava,,,Suceava,Suceava,biserica-manastire,"Str. Ștefan cel Mare 1",47.6466,26.2616,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/Biserica_Sf._Dumitru_din_Suceava34.jpg/1280px-Biserica_Sf._Dumitru_din_Suceava34.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Biserica_Sf._Dumitru_din_Suceava34.jpg""}",SV-II-a-A-05479
"Biserica Sfântul Ilie din Sfântu Ilie",,biserica-sfantul-ilie-din-sfantu-ilie-suceava,,,Suceava,Suceava,biserica-manastire,,47.637091666667,26.217122222222,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/Biserica_Sf%C3%A2ntul_Ilie_din_Sf%C3%A2ntu_Ilie7.jpg/1280px-Biserica_Sf%C3%A2ntul_Ilie_din_Sf%C3%A2ntu_Ilie7.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Biserica_Sfântul_Ilie_din_Sfântu_Ilie7.jpg""}",SV-II-a-A-05638
"Biserica Mirăuți, Str. Mirăuți 17",,biserica-mirauti-str-mirauti-17-suceava,,,Suceava,Suceava,biserica-manastire,"Str. Mirăuți 17",47.6467,26.2667,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ea/Biserica_Mirauti22.jpg/1280px-Biserica_Mirauti22.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Biserica_Mirauti22.jpg""}",SV-II-m-A-05475
"Palatul de Justiție din Suceava",,palatul-de-justitie-din-suceava-suceava,,,Suceava,Suceava,castel-palat,"Str. Ștefan cel Mare 58",47.640951,26.253206,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/Cl%C4%83direa_Palatului_de_Justi%C5%A3ie_din_Suceava.jpg/1280px-Cl%C4%83direa_Palatului_de_Justi%C5%A3ie_din_Suceava.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Clădirea_Palatului_de_Justiţie_din_Suceava.jpg""}",SV-II-m-B-05482
"Biserica de lemn Înălțarea Domnului din Vama",,biserica-de-lemn-inaltarea-domnului-din-vama-suceava,,,Suceava,Suceava,biserica-manastire,,47.64222,26.27167,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/52/Biserica_de_lemn_%C3%8En%C4%83l%C5%A3area_Domnului_din_Vama11.jpg/1280px-Biserica_de_lemn_%C3%8En%C4%83l%C5%A3area_Domnului_din_Vama11.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Biserica_de_lemn_Înălţarea_Domnului_din_Vama11.jpg""}",SV-II-a-B-05654
"Uzina de Apă din Suceava, Str. Apeductului, nr. 4",,uzina-de-apa-din-suceava-str-apeductului-nr-4-suceava,,,Suceava,Suceava,cladire-istorica,"Str. Apeductului, nr. 4",47.65418602231,26.26135490721,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/34/Uzina_de_Apa_din_Suceava2.jpg/1280px-Uzina_de_Apa_din_Suceava2.jpg,,"{""author"":""Musichistory2009"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Uzina_de_Apa_din_Suceava2.jpg""}",SV-II-m-B-21030
"Casa memorială „Simion Florea Marian” din Suceava",,casa-memoriala-simion-florea-marian-din-suceava-suceava,,,Suceava,Suceava,muzeu,,47.645118,26.255053,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/Casa_memoriala_S.F._Marian.jpg/1280px-Casa_memoriala_S.F._Marian.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Casa_memoriala_S.F._Marian.jpg""}",SV-IV-m-B-05696
"Hanul Domnesc din Suceava",,hanul-domnesc-din-suceava-suceava,,,Suceava,Suceava,cladire-istorica,"Strada Ciprian Porumbescu nr. 5",47.644572,26.257622,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/Hanul_Domnesc_din_Suceava.jpg/1280px-Hanul_Domnesc_din_Suceava.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Hanul_Domnesc_din_Suceava.jpg""}",SV-II-m-B-05476
"Colegiul Național „Vasile Alecsandri” din Galați",,colegiul-national-vasile-alecsandri-din-galati-galati,,,Galați,Galați,cladire-istorica,"Str. Bălcescu Nicolae 41",45.44079971,28.05130005,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/46/GL-II-m-B-03002_Scoala_tip_Spiru_Haret_azi_Colegiul_Vasile_Alecsandri.JPG/1280px-GL-II-m-B-03002_Scoala_tip_Spiru_Haret_azi_Colegiul_Vasile_Alecsandri.JPG,,"{""author"":""Mixolidic"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:GL-II-m-B-03002_Scoala_tip_Spiru_Haret_azi_Colegiul_Vasile_Alecsandri.JPG""}",GL-II-m-B-03002
"Biserica Fortificată Sfânta Precista",,biserica-fortificata-sfanta-precista-galati,,,Galați,Galați,biserica-manastire,"Str. Roșiori 2",45.42943,28.05314889,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b1/Biserica_Fortificata_Precista_Galati.jpg/1280px-Biserica_Fortificata_Precista_Galati.jpg,,"{""author"":""Iulian.crintea at Romanian Wikipedia"",""license"":""Public domain"",""license_url"":"""",""source"":""https://commons.wikimedia.org/wiki/File:Biserica_Fortificata_Precista_Galati.jpg""}",GL-II-a-A-03066
"Biserica cu turn fortificat „Adormirea Maicii Domnului” - Precista",,biserica-cu-turn-fortificat-adormirea-maicii-domnului-precista-galati,,,Galați,Galați,biserica-manastire,"Str. Roșiori 2",45.42943,28.0531488889,,,,,,,GL-II-m-A-03066.01
